q,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,"Participation Invitation
We kindly invite you to share your experiences and opinions by completing this survey. The questionnaire will only take a few minutes of your time, and your insights will play a key role in enhancing the relevance and appeal of YNE’s free training programs.
Before we proceed, please confirm your consent to participate by answering the following question:
Do you consent to participate in this online survey?",Age,Gender,Sub City ,Education Level ,Employment Status,Do you have a Telegram account? ,Have you ever heard about The Youth Network Ethiopia (YNE)?,"If yes, how did you first learn about YNE? (Check all that apply)","If your answer to Question 2 is YES, and you were to participate in YNE training, which factors would be most important to you?",How do you access the internet? (Select all that apply),Which social media platforms have you used for online training purposes? (Select all that apply),How likely are you to join a free online training program offered by YNE?,What would be the most significant barriers for you to participate in free training sessions? (Select all that apply),Would you be interested in training sessions on the following topics? (Select all that apply),What motivates you to consider joining a free training program? (Select all that apply),What type of training delivery do you prefer? (Select all that apply),What is your preferred time for attending online training sessions?,How often would you prefer  free online training sessions to be offered?,Would you be more likely to attend free training sessions if they offered certification?,What topics or skills would you like free online training sessions to focus on?,How do you evaluate the overall questionnaire preparation?,What feedback and recommendations do you have for improving the questionnaire?,Area of Collection
1/28/2025 11:22:16,"Yes, I consent to participate.",25,Female,Arada,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,None of the above,2,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,4,Business ,5,Good,4 kilo
1/28/2025 11:48:00,"Yes, I consent to participate.",23,Male,Yeka,Completed Degree,Part time,No,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of awareness,"Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects","Interactive quizzes or activities, Discussion forums or group chats, In-person training sessions (if applicable)",Morning (8 AM–12 PM),Bi-weekly,5,"Video editing, graphics design ",5,Good,4 kilo
1/28/2025 13:44:05,"Yes, I consent to participate.",25,Male,Arada,Secondary Education (Grades 9–12),Unemployed,Yes,No,,,Mobile data,None of the above,2,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Afternoon (12 PM–4 PM),Daily,1,Business management skills,5,Good,4 kilo
1/28/2025 13:58:12,"Yes, I consent to participate.",32,Male,Kirkos,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi",None of the above,2,Lack of time,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,2,Digital skills ,5,Good,4 kilo
1/28/2025 15:28:58,"Yes, I consent to participate.",30,Male,Kirkos,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,"Mobile data, Home Wi-Fi",Zoom,1,Lack of awareness,"Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Should be convenient means used when able to learn ,2,"Behavior management, thinking abilities skills",5,Good,4 kilo
1/28/2025 15:41:36,"Yes, I consent to participate.",30,Male,Kolfe Keranio,Completed Degree,Full time,Yes,No,,,Mobile data,Telegram,1,Lack of awareness,"Entrepreneurship and business management, Personal development","To gain new skills, Personal interest, Networking opportunities","Interactive quizzes or activities, Discussion forums or group chats, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Daily,4,"Enterpreneurship, personal development, network marketing ",5,Good,4 kilo
1/28/2025 15:51:45,"Yes, I consent to participate.",17,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,Telegram,1,"Lack of awareness, Lack of time",Digital skills,"To gain new skills, Personal interest, Certification upon completion",Pre-recorded videos,Morning (8 AM–12 PM),Daily,1,"Forex, digital marketing ",5,Good,4 kilo
1/29/2025 10:28:32,"Yes, I consent to participate.",19,Male,Gullele,Secondary Education (Grades 9–12),Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of awareness,"Career development, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Daily,1,Business and enterpreneurship ,5,Good,4 kilo
1/29/2025 10:32:15,"Yes, I consent to participate.",19,Male,Addis Ketema,Secondary Education (Grades 9–12),Full time,No,No,,,Home Wi-Fi,None of the above,1,Lack of awareness,"Career development, Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats, In-person training sessions (if applicable)",Morning (8 AM–12 PM),Bi-weekly,1,Business skills,5,Good,4 kilo
1/29/2025 10:36:38,"Yes, I consent to participate.",35,Male,Arada,Completed Degree,Unemployed,Yes,No,,,Mobile data,None of the above,2,Lack of awareness,"Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),Daily,2,Enterpreneurship and business ,5,Good,4 kilo
1/29/2025 10:41:01,"Yes, I consent to participate.",24,Male,Arada,Vocational/Technical Education,Part time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,5,"Lack of awareness, Lack of time",Digital skills,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,1,Computer related skills,5,Good,4 kilo
1/29/2025 10:45:45,"Yes, I consent to participate.",20,Male,Gullele,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,None of the above,5,"Lack of time, Topics not aligning with personal/career interests","Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars",Afternoon (12 PM–4 PM),Daily,1,Digital skills ,5,Good,4 kilo
1/29/2025 10:57:00,"Yes, I consent to participate.",26,Male,Yeka,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,Telegram,1,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Daily,1,Business management skills,5,Good,4 kilo
1/29/2025 11:01:32,"Yes, I consent to participate.",29,Male,Arada,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars, Blended (combination of online and in-person)",Evening (4 PM–8 PM),Daily,1,Business related skills,5,Good,4 kilo
1/29/2025 11:05:58,"Yes, I consent to participate.",20,Male,Gullele,Completed Degree,Full time,Yes,No,,,Mobile data,Telegram,5,"Lack of time, Topics not aligning with personal/career interests",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Morning (8 AM–12 PM),Bi-weekly,1,Business related ,5,Good,4 kilo
1/29/2025 11:10:21,"Yes, I consent to participate.",29,Male,Yeka,Completed Degree,Full time,Yes,No,,,Mobile data,YouTube,4,Lack of time,"Career development, Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects, Networking opportunities","Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,5,Business and computer related skills ,5,Good,4 kilo
1/29/2025 11:27:14,"Yes, I consent to participate.",19,Female,Nifas Silk Lafto,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,None of the above,1,Lack of awareness,Personal development,"To gain new skills, Personal interest, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Discussion forums or group chats, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,1,Personal development ,5,Good,4 kilo
1/29/2025 11:42:02,"Yes, I consent to participate.",30,Male,Arada,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,2,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Weekly,1,Enterpreneurship and how to succeed in business ,5,Good,4 kilo
1/29/2025 11:58:04,"Yes, I consent to participate.",24,Male,Lemi Kura,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",Dereja. Com and youtube ,3,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Morning (8 AM–12 PM),Bi-weekly,1,Web development ,5,Good,4 kilo
1/29/2025 12:12:04,"Yes, I consent to participate.",25,Male,Addis Ketema,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,4,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects","Live sessions with Q&A, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Bi-weekly,5,Art movie or how to build successful business using art,5,Good,4 kilo
1/29/2025 13:41:32,"Yes, I consent to participate.",18,Female,Ledeta,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,2,Lack of awareness,Career development,"To gain new skills, To improve career prospects",Pre-recorded videos,Evening (4 PM–8 PM),Weekly,4,Career development skills,5,Good,4 kilo
1/29/2025 13:47:34,"Yes, I consent to participate.",25,Female,Ledeta,Secondary Education (Grades 9–12),Part time,Yes,No,,,Home Wi-Fi,None of the above,1,"Poor internet access, Lack of time",Entrepreneurship and business management,"To gain new skills, Personal interest, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Discussion forums or group chats",Afternoon (12 PM–4 PM),Daily,4,Bussines ,5,Good,4 kilo
1/29/2025 13:58:18,"Yes, I consent to participate.",21,Male,Arada,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Digital skills,"To gain new skills, Networking opportunities, Certification upon completion",Pre-recorded videos,Afternoon (12 PM–4 PM),Daily,1,Digital skills,5,Good,4 kilo
1/29/2025 14:03:45,"Yes, I consent to participate.",20,Female,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Mindlaster,1,Lack of awareness,"Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, Personal interest, Networking opportunities, Certification upon completion","Interactive quizzes or activities, Discussion forums or group chats, Podcasts or audio materials, In-person training sessions (if applicable)",Afternoon (12 PM–4 PM),Weekends ,1,"Programming language, personal development ",5,Good,4 kilo
1/29/2025 14:11:23,"Yes, I consent to participate.",16,Female,Akaki Kaliti,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Alison,1,Lack of awareness,Digital skills,"To gain new skills, Personal interest, Certification upon completion","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Weekly,1,Psychology and software ,5,Good,4 kilo
1/29/2025 14:16:25,"Yes, I consent to participate.",21,Female,Gullele,Secondary Education (Grades 9–12),Part time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Reading materials (e.g., PDFs, guides), Interactive quizzes or activities",Evening (4 PM–8 PM),Weekly,1,Marketing ,5,Good,4 kilo
1/29/2025 14:24:45,"Yes, I consent to participate.",22,Male,Yeka,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,5,"Lack of awareness, Lack of time",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), In-person training sessions (if applicable)",Evening (4 PM–8 PM),Weekly,2,Business skills,5,Good,4 kilo
1/29/2025 14:31:11,"Yes, I consent to participate.",18,Female,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Alison,1,Lack of awareness,"Digital skills, Entrepreneurship and business management","To gain new skills, Personal interest, Networking opportunities, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats",Evening (4 PM–8 PM),Weekly,1,Social media management ,5,Good,4 kilo
1/29/2025 14:35:23,"Yes, I consent to participate.",18,Male,Nifas Silk Lafto,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,None of the above,5,"Lack of awareness, Topics not aligning with personal/career interests",Digital skills,"To gain new skills, To improve career prospects, Networking opportunities","Pre-recorded videos, Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Bi-weekly,5,Computer science skills,5,Good,4 kilo
1/29/2025 14:43:19,"Yes, I consent to participate.",16,Female,Addis Ketema,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,2,Lack of awareness,Digital skills,"To gain new skills, Personal interest, Certification upon completion","Reading materials (e.g., PDFs, guides), Self-paced online modules",Evening (4 PM–8 PM),Weekly,1,"Forex, coding ",5,Good,4 kilo
1/29/2025 14:55:00,"Yes, I consent to participate.",28,Female,Ledeta,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,UN websites Google ,2,"Lack of awareness, Topics not aligning with personal/career interests","Career development, Entrepreneurship and business management","To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,1,Enterpreneurship related skills,5,Good,4 kilo
1/29/2025 15:02:34,"Yes, I consent to participate.",28,Male,Arada,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,4,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Personal interest, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,1,Business skills,5,Good,4 kilo
1/29/2025 15:07:18,"Yes, I consent to participate.",25,Female,Yeka,Completed Degree,Unemployed,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of awareness,Personal development,"To gain new skills, To improve career prospects, Personal interest, Certification upon completion","Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,1,Personal development ,5,Good,4 kilo
1/29/2025 15:15:24,"Yes, I consent to participate.",35,Male,Arada,Vocational/Technical Education,Part time,Yes,No,,,Home Wi-Fi,None of the above,2,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects, Networking opportunities","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Podcasts or audio materials",Evening (4 PM–8 PM),Daily,5,Video editing ,5,Good,4 kilo
1/29/2025 15:28:11,"Yes, I consent to participate.",21,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,"YouTube, Awaki, 5 million coders",5,Lack of time,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Daily,1,"Motion graphics, video editing, web development ",4,Nice,4 kilo
1/29/2025 15:37:46,"Yes, I consent to participate.",24,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Udemy, evandaditech",5,Lack of time,"Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects","Live sessions with Q&A, Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Daily,5,Tech related software and AI,5,Its good,4 kilo
